"timestamp","x","y","z","counts"
1.58046335379321E+018,2.5649390221,0.4375437498,0.3837382662,1
1.58046335479747E+018,2.5634939671,0.437455982,0.3836024868,0
1.58046335580071E+018,2.5638887882,0.4363204241,0.3834033775,2
1.58046335680367E+018,2.5629127026,0.4361858666,0.3831754494,1
1.58046335780646E+018,2.5619595051,0.4358105659,0.3832695353,1
1.58046335880998E+018,2.5629873276,0.4372518957,0.3829718697,1
1.5804633598136E+018,2.5629172325,0.4366345406,0.3827558327,2
1.5804633608168E+018,2.5623924732,0.4382134974,0.3828989136,3
1.58046336182133E+018,2.5627777576,0.435280174,0.3829776812,0
1.58046336282391E+018,2.5628676414,0.4367379546,0.38295825,3
1.58046336382725E+018,2.5633041859,0.4356871545,0.382942723,1
1.58046336483022E+018,2.5627801418,0.4352312982,0.3829548824,0
1.58046336583296E+018,2.5631361008,0.4357429147,0.382842468,4
1.58046336683649E+018,2.5628275871,0.4361208081,0.3826544154,3
1.58046336784133E+018,2.5626144409,0.4362240136,0.3824851978,3
1.5804633688439E+018,2.5627088547,0.436566323,0.3823810685,2
1.58046336984721E+018,2.5631484985,0.4379219711,0.3822467196,1
1.58046337085055E+018,2.5615160465,0.4357220829,0.3821284342,2
1.5804633718526E+018,2.5632708073,0.4339708388,0.3819680679,4
1.5804633728575E+018,2.564712286,0.5089466572,0.382030623,2
1.58046337386231E+018,2.5582690239,0.6383493543,0.3815723825,1
1.58046337486426E+018,2.5494813919,0.7837696671,0.3817174006,0
1.5804633758681E+018,2.5458755493,0.8889682293,0.3833608496,0
1.58046337687056E+018,2.5019593239,0.9832782149,0.384861635,4
1.58046337787426E+018,2.4342894554,1.0749434233,0.3871275949,2
1.58046337887694E+018,2.3210945129,1.1418322325,0.3891991246,1
1.58046337987934E+018,2.1457037926,1.173989892,0.389032768,3
1.58046338088499E+018,1.9930552244,1.1903517246,0.3895059991,1
1.5804633818876E+018,1.8419098854,1.2026969194,0.3889929819,2
1.58046338289118E+018,1.7301807404,1.2075124979,0.3888191152,1
1.58046338389339E+018,1.6615394354,1.1997647285,0.3881163764,0
1.58046338489683E+018,1.5794428587,1.1975092888,0.3875644672,2
1.58046338590029E+018,1.5089884996,1.187928319,0.3870881367,1
1.58046338690244E+018,1.439247489,1.1923280954,0.3866294789,1
1.58046338790785E+018,1.3760014772,1.1730985641,0.3865118194,1
1.58046338891194E+018,1.3143936396,1.1845148802,0.3859369922,0
1.58046338991472E+018,1.2452328205,1.1775914431,0.3852764237,3
1.58046339092115E+018,1.1918188334,1.1806303263,0.3852954674,4
1.58046339192095E+018,1.1143444777,1.1875661612,0.3846533167,1
1.58046339292392E+018,1.0338237286,1.1777135134,0.3840798306,1
1.58046339392766E+018,0.9423892498,1.1672526598,0.3839956987,2
1.58046339493219E+018,0.8731606007,1.166998148,0.3839714098,3
1.58046339593623E+018,0.7848674655,1.154486537,0.3840491939,1
1.58046339693851E+018,0.7107655406,1.1569536924,0.3836144972,2
1.58046339794193E+018,0.6331137419,1.1628258228,0.3834132719,5
1.58046339894579E+018,0.5583772063,1.1494473219,0.3835929203,3
1.58046339994851E+018,0.4835309684,1.1485234499,0.3835822511,1
1.58046340095269E+018,0.4075801671,1.1476606131,0.3830640781,1
1.58046340195594E+018,0.3375058174,1.1455487013,0.383068459,1
1.58046340295939E+018,0.2693362236,1.1404412985,0.3828802574,0
1.58046340396233E+018,0.2073130757,1.1294558048,0.3830281365,0
1.58046340496494E+018,0.2075835913,1.1304262877,0.382713722,1
1.58046340596862E+018,0.2073415816,1.1422011852,0.3827458489,0
1.58046340697251E+018,0.2046129107,1.1389621496,0.3828300703,2
1.58046340797673E+018,0.2076721489,1.137342453,0.3826941717,2
1.58046340898025E+018,0.2089902759,1.1312253475,0.3825639355,1
1.58046340998258E+018,0.2104752362,1.1343508959,0.3823005426,3
1.58046341098623E+018,0.2095450014,1.1345902681,0.3823720682,0
1.58046341198974E+018,0.2070072591,1.1333482265,0.3825058508,1
1.58046341299245E+018,0.2065835595,1.1314730644,0.3825880158,1
1.58046341399635E+018,0.2097938061,1.1373773813,0.3825269806,2
1.58046341500045E+018,0.2077522725,1.1340359449,0.3825256097,2
1.58046341600414E+018,0.2101321369,1.1361694336,0.3825949597,1
1.58046341700728E+018,0.1078081951,1.1219083071,0.3817502427,3
1.58046341800945E+018,-0.0655146837,1.146754384,0.3810757864,1
1.58046341901362E+018,-0.2314143181,1.2657784224,0.3810395765,3
1.58046342001749E+018,-0.3597388566,1.4308124781,0.3819058406,0
1.58046342102027E+018,-0.4004323483,1.6310821772,0.3830677736,2
1.58046342202346E+018,-0.3886210322,1.8156814575,0.3849950302,0
1.5804634230279E+018,-0.331253767,1.9589064121,0.3863347042,3
1.58046342403072E+018,-0.3035644591,1.9961854219,0.3858275282,3
1.58046342503388E+018,-0.2713721693,2.0264623165,0.3855899441,1
1.58046342603818E+018,-0.2428584844,2.064691782,0.3852487671,3
1.58046342704121E+018,-0.2099573761,2.1030650139,0.3853147495,1
1.58046342804412E+018,-0.180596292,2.1482050419,0.385114001,1
1.58046342904788E+018,-0.1434606612,2.1916708946,0.3846858013,0
1.58046343005148E+018,-0.1155372113,2.2282865047,0.3840724099,2
1.58046343105468E+018,-0.091679208,2.2583196163,0.3835569489,3
1.58046343205937E+018,-0.0606171452,2.2937064171,0.3834776151,1
1.58046343306166E+018,-0.0304724183,2.3272104263,0.383472966,0
1.58046343406484E+018,-0.0018181299,2.3520498276,0.3836458194,0
1.58046343506928E+018,0.0208406318,2.384499073,0.3832815456,3
1.58046343607289E+018,0.0496466495,2.4121599197,0.3829920161,1
1.58046343707552E+018,0.0766602084,2.4479746819,0.382875042,2
1.58046343807943E+018,0.0981525779,2.4567315578,0.382960217,3
1.58046343908235E+018,0.1172482818,2.4705424309,0.3830431271,1
1.5804634400856E+018,0.1286162734,2.4997673035,0.382880317,1
1.58046344108831E+018,0.1480051875,2.5186059475,0.3828075695,1
1.58046344209263E+018,0.1522274911,2.5246520042,0.3827749062,2
1.5804634430967E+018,0.1623853445,2.5425946712,0.3828167784,1
1.58046344410061E+018,0.181533277,2.5559751987,0.3826941717,1
1.58046344510391E+018,0.189842388,2.5516717434,0.3826739955,0
1.58046344610734E+018,0.2019746304,2.5626270771,0.3826774228,1
1.58046344711022E+018,0.2015526295,2.5638403893,0.3825513887,0
1.58046344811343E+018,0.2155031413,2.587250948,0.3827538657,0
1.58046344911542E+018,0.2391546518,2.6104884148,0.3824619222,0
1.58046345012008E+018,0.2617892921,2.6213259697,0.3822480309,2
1.58046345112437E+018,0.2888905704,2.6495103836,0.3818191755,1
1.58046345212747E+018,0.3291379511,2.6864652634,0.3812637496,1
1.58046345312976E+018,0.3578857481,2.7107195854,0.3812800813,1
1.5804634541325E+018,0.3963516057,2.7529027462,0.3813581932,2
1.58046345513604E+018,0.4303379655,2.796282053,0.3808639812,0
1.58046345613955E+018,0.476133883,2.8382809162,0.3806564081,1
1.58046345714513E+018,0.5286287665,2.8771357536,0.3806126285,3
1.5804634581485E+018,0.5620751381,2.9073557854,0.3808134961,4
1.58046345915121E+018,0.5999603868,2.9613113403,0.3808527458,3
1.58046346015383E+018,0.653655529,2.9965462685,0.3810782897,0
1.58046346115707E+018,0.6972652078,3.0331544876,0.3807812798,3
1.58046346215957E+018,0.7360369563,3.0699954033,0.3807411957,2
1.5804634631646E+018,0.7702676654,3.0963110924,0.3807579148,5
1.5804634641693E+018,0.817088604,3.1349434853,0.3812593389,1
1.58046346517154E+018,0.844617188,3.1675057411,0.3811611998,1
1.58046346617531E+018,0.8862500787,3.2054154873,0.3808627295,5
1.58046346717767E+018,0.8986703157,3.2140858173,0.3808660376,0
1.58046346818158E+018,0.9155443311,3.2330360413,0.380842315,3
1.5804634691839E+018,0.9450048208,3.2520685196,0.3808396029,1
1.58046347018878E+018,0.9514507651,3.263004303,0.3810763526,1
1.5804634711925E+018,0.9526232481,3.2565157413,0.3809285927,1
1.58046347219557E+018,0.9519827366,3.2608468533,0.3808933961,1
1.58046347319898E+018,0.9543148279,3.2546300888,0.3808919358,3
1.58046347420176E+018,1.0195177794,3.3314516544,0.381056236,3
1.58046347520512E+018,1.0707451105,3.3646376133,0.3810624051,0
1.58046347620869E+018,1.0978505611,3.3816297054,0.3808265495,1
1.58046347721307E+018,1.1207799911,3.3815944195,0.3814491796,2
1.58046347821585E+018,1.1568324566,3.4026010036,0.3833191562,2
1.58046347921883E+018,1.1631191969,3.3972446918,0.3856527674,0
1.58046348022234E+018,1.1880732775,3.4326870441,0.3882252443,0
1.58046348122594E+018,1.1906594038,3.4704387188,0.3901354241,1
1.58046348222979E+018,1.1849554777,3.5130646229,0.3920132983,1
1.58046348323376E+018,1.1215901375,3.5621356964,0.3926654327,1
1.58046348423748E+018,1.0295984745,3.5886056423,0.3926125336,1
1.58046348524027E+018,0.9013872147,3.6082766056,0.3919849563,1
1.58046348624296E+018,0.7697808146,3.6158919334,0.3908470142,3
1.58046348724743E+018,0.6333546042,3.6163487434,0.3905584681,0
1.58046348824995E+018,0.5371851921,3.615860939,0.389037894,2
1.5804634892539E+018,0.4095384777,3.6364803314,0.3873064089,2
1.58046349025817E+018,0.2855104506,3.6761512756,0.38565992,4
1.58046349126131E+018,0.1614566594,3.7394230366,0.3847681451,1
1.58046349226443E+018,0.0395223424,3.8423418999,0.3835908043,0
1.58046349326703E+018,-0.0600910671,3.9765429497,0.3831357825,1
1.58046349427129E+018,-0.153390795,4.1222190857,0.3831502664,1
1.58046349527413E+018,-0.2443310767,4.280708313,0.3829932678,1
1.58046349627802E+018,-0.3367474377,4.4452857971,0.3830260503,2
1.58046349728202E+018,-0.4146523476,4.5846195221,0.3825763929,3
1.58046349828596E+018,-0.5041072965,4.7292814255,0.3824953306,3
1.5804634992896E+018,-0.5916395187,4.8854036331,0.3825804758,1
1.58046350029192E+018,-0.6926753521,5.0454244614,0.3819371033,1
1.58046350129619E+018,-0.7982428074,5.2080020905,0.3818347323,3
1.5804635022992E+018,-0.8938469887,5.3616657257,0.3816653657,2
1.58046350330226E+018,-0.9158524871,5.3887777328,0.381856488,5
1.58046350430631E+018,-0.9193206429,5.3914327621,0.3817028868,3
1.58046350530889E+018,-0.8809911609,5.3341627121,0.3816552031,0
1.58046350631202E+018,-0.8171919584,5.2379231453,0.3814121056,0
1.58046350731599E+018,-0.7328438163,5.0981445313,0.3815561402,4
1.58046350831874E+018,-0.6443118453,4.9450659752,0.3822677898,1
1.5804635093215E+018,-0.5637347698,4.8130202293,0.3820475209,2
1.58046351032537E+018,-0.4951562881,4.6969246864,0.3823260534,2
1.58046351132946E+018,-0.4611149132,4.6420526505,0.3820969629,2
1.58046351233309E+018,-0.4340899289,4.5932469368,0.381659137,1
1.58046351333579E+018,-0.4257625937,4.5884270668,0.381525116,2
1.58046351434041E+018,-0.3627070189,4.5469174385,0.3832078743,2
1.58046351534258E+018,-0.2792916298,4.540058136,0.3859407771,2
1.580463516346E+018,-0.1919053048,4.5623335838,0.3879533279,2
1.58046351734848E+018,-0.1074338928,4.6079936028,0.3900458384,2
1.58046351835334E+018,-0.0964865834,4.6115860939,0.3895955551,1
1.58046351935623E+018,-0.0972764269,4.6128726006,0.3887396622,1
1.58046352036019E+018,-0.0962595344,4.6121482849,0.3879888523,2
1.5804635213629E+018,-0.0946168229,4.6138114929,0.3872039783,1
1.58046352236612E+018,-0.1065459922,4.6096405983,0.38632025,0
1.58046352336867E+018,-0.2380523235,4.5558338165,0.3858243394,1
1.58046352437224E+018,-0.3204104602,4.5143632889,0.3851197231,0
1.58046352537593E+018,-0.3886462748,4.4805579185,0.3844357896,0
1.58046352637996E+018,-0.4448166788,4.4521274567,0.3838391471,5
1.58046352738318E+018,-0.4966850877,4.4270129204,0.3834788668,4
1.58046352838648E+018,-0.5500800014,4.3965425491,0.3830591309,1
1.58046352938909E+018,-0.5814879537,4.390733242,0.3829891253,2
1.58046353039177E+018,-0.6299867034,4.3650140762,0.3832923341,1
1.58046353139547E+018,-0.6823065877,4.3412704468,0.383291738,4
1.58046353239943E+018,-0.7505967617,4.3125443459,0.3830608594,2
1.58046353340443E+018,-0.8181020617,4.2713208199,0.3830019104,1
1.58046353440747E+018,-0.8909602761,4.2269616127,0.3832255769,1
1.58046353541035E+018,-0.9586969614,4.1879963875,0.3831041026,1
1.58046353641275E+018,-1.0342878103,4.1378669739,0.3829088378,3
1.58046353741611E+018,-1.118955493,4.1037473679,0.3834700751,1
1.58046353841876E+018,-1.1898994446,4.0635557175,0.3834828007,1
1.58046353942333E+018,-1.2526386976,4.0174560547,0.3830254245,1
1.58046354042806E+018,-1.3320833445,3.9764084816,0.3825904596,5
1.58046354143087E+018,-1.4098324776,3.9356291294,0.3815984595,3
1.58046354243393E+018,-1.491533041,3.9067409039,0.3806836474,5
1.58046354343752E+018,-1.5339987278,3.9057278633,0.3807289767,1
1.58046354443955E+018,-1.5509207249,3.8955368996,0.3805426824,2
1.58046354544277E+018,-1.5536139011,3.8946778774,0.3804345596,0
1.58046354644821E+018,-1.61784935,3.8921992779,0.3805345762,1
1.58046354745155E+018,-1.6747535467,3.8888716698,0.3802016544,1
1.5804635484547E+018,-1.715847373,3.8789117336,0.37982692,2
1.58046354945815E+018,-1.7450127602,3.8799140453,0.3797999787,3
1.5804635504606E+018,-1.7890398502,3.8783307076,0.3797871935,1
1.58046355146373E+018,-1.8363909721,3.8711264133,0.3800074625,4
1.58046355246704E+018,-1.8871182203,3.8647592068,0.3798981178,4
1.58046355347237E+018,-1.918350935,3.8683123589,0.3798842299,1
1.58046355447626E+018,-1.9769620895,3.8603134155,0.3799652922,4
1.58046355547847E+018,-2.0189707279,3.8617188931,0.3798228073,1
1.58046355648233E+018,-2.0711185932,3.8569915295,0.3797775078,3
1.58046355748496E+018,-2.1311676502,3.8631088734,0.379936682,1
1.58046355848998E+018,-2.1833896637,3.8522891998,0.3803421128,0
1.58046355949258E+018,-2.2397797108,3.8571484089,0.3801284599,1
1.58046356049584E+018,-2.2971684933,3.8444023132,0.3799483645,1
1.58046356149927E+018,-2.3518321514,3.8508729935,0.3801204133,1
1.58046356250176E+018,-2.415553093,3.8424906731,0.380457269,3
1.58046356350523E+018,-2.477360487,3.8417928219,0.3803489971,2
1.5804635645096E+018,-2.5640666485,3.8414328098,0.3803195524,0
1.58046356551325E+018,-2.6446380615,3.8395431042,0.3803712595,4
1.58046356651733E+018,-2.7182099819,3.8407826424,0.3803653288,3
1.58046356751989E+018,-2.7978861332,3.8400228024,0.380717175,1
1.58046356852357E+018,-2.8847725391,3.8348305225,0.3802777696,4
1.58046356952591E+018,-2.9667577744,3.8302555084,0.3804173934,2
1.5804635705296E+018,-3.0562326908,3.8359186649,0.38046767,2
1.58046357153276E+018,-3.141885519,3.8369338512,0.3807771075,3
1.58046357253692E+018,-3.2326850891,3.8374731541,0.3811310995,2
1.58046357354147E+018,-3.3190841675,3.8359751701,0.3813527691,1
1.58046357454406E+018,-3.4046466351,3.8403770924,0.3818283546,3
1.58046357554713E+018,-3.4968862534,3.84197402,0.3815033901,0
1.58046357655053E+018,-3.5950324535,3.8429915905,0.3816048968,3
1.58046357755396E+018,-3.6786503792,3.8471484184,0.381422298,2
1.58046357855669E+018,-3.76608181,3.8443951607,0.3808437455,0
1.58046357956112E+018,-3.8554439545,3.8452997208,0.3806846011,2
1.58046358056553E+018,-3.9443171024,3.8537771702,0.3809730279,2
1.58046358156811E+018,-4.0215954781,3.855039835,0.3805358279,1
1.58046358257103E+018,-4.1051187515,3.8621721268,0.3801225889,3
1.58046358357453E+018,-4.2001290321,3.8633172512,0.3807047474,8
1.58046358457807E+018,-4.2763161659,3.8667571545,0.3806818891,3
1.58046358558156E+018,-4.3551735878,3.8697564602,0.3804741371,4
1.58046358658401E+018,-4.4262976646,3.8783528805,0.3806195128,4
1.58046358758777E+018,-4.5121393204,3.8798213005,0.3806231189,6
1.58046358859123E+018,-4.591770649,3.8870837688,0.3801119494,2
1.58046358959501E+018,-4.6837100983,3.8905808926,0.3797722924,9
1.58046359059807E+018,-4.7788705826,3.8988699913,0.3799878228,4
1.58046359160165E+018,-4.8724923134,3.9070780277,0.3799510765,7
1.58046359260457E+018,-4.979288578,3.9119865894,0.3800685275,2
1.58046359360801E+018,-5.0781450272,3.9166829586,0.3800506461,9
1.58046359461174E+018,-5.177508831,3.9192807674,0.379993664,8
1.58046359561504E+018,-5.2796473503,3.9282031059,0.3801184762,8
1.58046359661863E+018,-5.3675146103,3.9335041046,0.3804382551,9
1.5804635976218E+018,-5.4688711166,3.9431807995,0.3804986346,7
1.58046359862479E+018,-5.5698308945,3.9500823021,0.3805421162,12
1.58046359962759E+018,-5.6898994446,3.952688694,0.3808805513,6
1.58046360063233E+018,-5.7686944008,3.9579339027,0.3805933762,6
1.58046360163601E+018,-5.8773627281,3.9669661522,0.3806869256,10
1.5804636026399E+018,-5.9694113731,3.9739062786,0.3807629514,6
1.58046360364285E+018,-6.0610566139,3.9810829163,0.3806647527,5
1.58046360464572E+018,-6.1477379799,3.988058567,0.3807264733,7
1.58046360564874E+018,-6.2356815338,3.9920601845,0.3807071018,10
1.5804636066515E+018,-6.3193306923,3.9991471767,0.3806419539,3
1.58046360765639E+018,-6.4168438911,4.0058684349,0.3804162908,7
1.58046360866003E+018,-6.5241069794,4.0139465332,0.3805418777,10
1.58046360966398E+018,-6.6228761673,4.0204453468,0.3803877699,8
1.58046361066668E+018,-6.7203168869,4.0283236504,0.3805189598,12
1.58046361167017E+018,-6.7775993347,4.0304846764,0.380644666,4
1.58046361267327E+018,-6.8280358315,4.0361323357,0.3809402454,7
1.58046361367608E+018,-6.8397741318,4.0351090431,0.381287353,11
1.5804636146806E+018,-6.8388438225,4.036403656,0.3811637926,8
1.58046361568416E+018,-6.8361558914,4.0330843925,0.3811672497,9
1.58046361668758E+018,-6.8387184143,4.0359315872,0.3809800315,13
1.58046361769155E+018,-6.8371171951,4.0348572731,0.3810018766,5
1.58046361869424E+018,-6.8376736641,4.0367555618,0.3810630012,14
1.58046361969747E+018,-6.8554329872,4.0367426872,0.3809251654,7
1.58046362070024E+018,-6.8907175064,4.0413479805,0.3807512093,10
1.58046362170353E+018,-6.9157552719,4.0411696434,0.3806357849,9
1.5804636227085E+018,-6.9490885735,4.0485157967,0.3805293012,9
1.58046362371211E+018,-6.9782586098,4.0492949486,0.3806483912,7
1.58046362471552E+018,-7.0015010834,4.0499491692,0.3809691238,16
1.58046362571836E+018,-7.0303497314,4.0534954071,0.381127553,14
1.58046362672101E+018,-7.0621447563,4.0523314476,0.3811602461,10
1.58046362772382E+018,-7.0905485153,4.0563201904,0.3810473549,19
1.58046362872661E+018,-7.1139907837,4.0586571693,0.380873965,17
1.58046362973212E+018,-7.1300735474,4.0574808121,0.3809824157,9
1.58046363073551E+018,-7.151072979,4.0597558022,0.3809719849,16
1.58046363173949E+018,-7.1686658859,4.0634245872,0.3808822501,15
1.58046363274242E+018,-7.191754818,4.0636878014,0.3809221256,12
1.5804636337455E+018,-7.2088246346,4.0675683022,0.3807028103,8
1.5804636347484E+018,-7.2314758301,4.0679774284,0.3806286919,18
1.58046363575232E+018,-7.2388057709,4.0671429634,0.3807223904,19
1.58046363675639E+018,-7.2477822304,4.0691566467,0.3808978069,13
1.58046363776046E+018,-7.245639801,4.0679426193,0.3808947372,20
1.58046363876301E+018,-7.2420387268,4.0665683746,0.3811074662,10
1.5804636397659E+018,-7.2442660332,4.0668649673,0.38107373,19
1.58046364077025E+018,-7.2428956032,4.0670261383,0.3810712564,10
1.58046364177282E+018,-7.242515564,4.0670099258,0.3809405732,16
1.58046364277678E+018,-7.2447552681,4.0660414696,0.3807942438,21
1.58046364377967E+018,-7.2451925278,4.066868782,0.3807170558,12
1.58046364478336E+018,-7.2428884506,4.0666370392,0.3807134497,15
1.58046364578655E+018,-7.2442855835,4.0664396286,0.381048398,18
1.58046364678991E+018,-7.242919445,4.0662560463,0.3811044562,17
1.58046364779337E+018,-7.2457995415,4.066693306,0.3812156487,13
1.5804636487972E+018,-7.2431225777,4.0654234886,0.3812476861,15
1.58046364980117E+018,-7.2436733246,4.0644593239,0.381363498,14
1.58046365080424E+018,-7.2410469055,4.0665435791,0.3813588786,11
1.58046365180689E+018,-7.2429146767,4.0661282539,0.3812793064,12
1.58046365281E+018,-7.2427473068,4.0670213699,0.3810726273,16
1.580463653814E+018,-7.2424740791,4.0660820007,0.3812321293,18
1.58046365481677E+018,-7.2711744308,4.0662970543,0.3810595441,13
1.5804636558208E+018,-7.3146915436,4.0742111206,0.3812349606,13
1.58046365682553E+018,-7.3708305359,4.0770530701,0.3811027575,8
1.58046365782822E+018,-7.4304046631,4.0827274323,0.3810551631,15
1.58046365883106E+018,-7.5050983429,4.086663723,0.38104509,15
1.58046365983494E+018,-7.5846858025,4.0967817307,0.3811351824,19
1.58046366083766E+018,-7.6561985016,4.0996761322,0.3811166453,23
1.58046366184063E+018,-7.711771965,4.1048350334,0.381014334,23
1.58046366284515E+018,-7.7512927055,4.1089382172,0.3808207977,20
1.58046366384861E+018,-7.8085150719,4.117664814,0.3806687164,14
1.58046366485118E+018,-7.8498244286,4.1218862534,0.3806910384,14
1.58046366585483E+018,-7.8943228722,4.1212792397,0.3807137179,17
1.58046366685817E+018,-7.9418778419,4.1259970665,0.3806723821,18
1.58046366786079E+018,-7.9950942993,4.1316614151,0.3803855646,15
